ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1901661	quinone metabolic process	4/223	38/20772	0.000716806697219359	0.0070758462275221	0.00593477998005564	ENSG00000164494/ENSG00000167186/ENSG00000085662/ENSG00000132423	4
GO:0050654	chondroitin sulfate proteoglycan metabolic process	4/223	39/20772	0.000792064130734837	0.00777328053883956	0.00651974452777451	ENSG00000131873/ENSG00000049860/ENSG00000033100/ENSG00000182197	4
GO:0046364	monosaccharide biosynthetic process	6/223	103/20772	0.000860923751538704	0.00840022712484007	0.00704558835302438	ENSG00000173599/ENSG00000142657/ENSG00000085662/ENSG00000079739/ENSG00000117054/ENSG00000120053	6
GO:0009132	nucleoside diphosphate metabolic process	7/223	142/20772	0.00087369314634163	0.0084758277645096	0.00710899747023286	ENSG00000168393/ENSG00000165609/ENSG00000114491/ENSG00000079739/ENSG00000159322/ENSG00000103202/ENSG00000138185	7
GO:0009636	response to toxic substance	10/223	280/20772	0.000932450241542967	0.00899414861556874	0.00754373278120476	ENSG00000136810/ENSG00000165646/ENSG00000166016/ENSG00000084207/ENSG00000213366/ENSG00000184470/ENSG00000069535/ENSG00000116157/ENSG00000072042/ENSG00000228716	10
GO:0006637	acyl-CoA metabolic process	6/223	105/20772	0.000951999741831328	0.00907895798989425	0.00761486561262645	ENSG00000185000/ENSG00000012660/ENSG00000154930/ENSG00000151093/ENSG00000221988/ENSG00000150768	6
GO:0035383	thioester metabolic process	6/223	105/20772	0.000951999741831328	0.00907895798989425	0.00761486561262645	ENSG00000185000/ENSG00000012660/ENSG00000154930/ENSG00000151093/ENSG00000221988/ENSG00000150768	6
GO:0006040	amino sugar metabolic process	4/223	42/20772	0.00105113472318996	0.00996806411654299	0.00836059256469838	ENSG00000117620/ENSG00000013375/ENSG00000170191/ENSG00000131446	4
GO:0015718	monocarboxylic acid transport	8/223	193/20772	0.00117523317578561	0.0110826458141123	0.00929543441006553	ENSG00000110090/ENSG00000119899/ENSG00000155380/ENSG00000060762/ENSG00000100372/ENSG00000005469/ENSG00000143554/ENSG00000125166	8
GO:0005976	polysaccharide metabolic process	6/223	110/20772	0.00121217940464887	0.0113403032255016	0.00951154143071817	ENSG00000044446/ENSG00000067177/ENSG00000103044/ENSG00000182197/ENSG00000117054/ENSG00000162688	6
GO:0046112	nucleobase biosynthetic process	3/223	20/20772	0.00121599222974869	0.0113403032255016	0.00951154143071817	ENSG00000128059/ENSG00000114491/ENSG00000047230	3
GO:0072330	monocarboxylic acid biosynthetic process	9/223	241/20772	0.00122421697086347	0.011354276081415	0.00952326099370368	ENSG00000116353/ENSG00000108839/ENSG00000012660/ENSG00000154930/ENSG00000084207/ENSG00000151093/ENSG00000074416/ENSG00000213366/ENSG00000221968	9
GO:0015931	nucleobase-containing compound transport	9/223	243/20772	0.00129642548598131	0.0119582853570298	0.0100298664287884	ENSG00000058804/ENSG00000117620/ENSG00000181830/ENSG00000100372/ENSG00000174669/ENSG00000030066/ENSG00000122912/ENSG00000120253/ENSG00000169359	9
GO:0046513	ceramide biosynthetic process	5/223	76/20772	0.00135678081208924	0.0124469891891665	0.0104397608252862	ENSG00000148154/ENSG00000121578/ENSG00000136840/ENSG00000090661/ENSG00000090054	5
GO:0019674	NAD metabolic process	4/223	45/20772	0.00136454432642704	0.012450544989237	0.0104427432093563	ENSG00000173599/ENSG00000173614/ENSG00000008130/ENSG00000112874	4
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	3/223	21/20772	0.00140748356558268	0.0126374056314019	0.0105994703007206	ENSG00000128059/ENSG00000178921/ENSG00000178035	3
GO:0015936	coenzyme A metabolic process	3/223	21/20772	0.00140748356558268	0.0126374056314019	0.0105994703007206	ENSG00000005469/ENSG00000122912/ENSG00000138621	3
GO:1901659	glycosyl compound biosynthetic process	3/223	21/20772	0.00140748356558268	0.0126374056314019	0.0105994703007206	ENSG00000166548/ENSG00000099810/ENSG00000168393	3
GO:0034637	cellular carbohydrate biosynthetic process	5/223	77/20772	0.00143851488595682	0.0128476885052651	0.0107758425041042	ENSG00000103044/ENSG00000182197/ENSG00000117054/ENSG00000162688/ENSG00000120053	5
GO:0006766	vitamin metabolic process	6/223	114/20772	0.00145691198100004	0.0128757456750161	0.0107993751140538	ENSG00000163738/ENSG00000159267/ENSG00000117479/ENSG00000076351/ENSG00000116984/ENSG00000228716	6
GO:0098869	cellular oxidant detoxification	6/223	114/20772	0.00145691198100004	0.0128757456750161	0.0107993751140538	ENSG00000136810/ENSG00000084207/ENSG00000213366/ENSG00000184470/ENSG00000116157/ENSG00000228716	6
GO:0009126	purine nucleoside monophosphate metabolic process	4/223	46/20772	0.00148206329073536	0.0130298064310483	0.0109285916997755	ENSG00000128059/ENSG00000178921/ENSG00000114956/ENSG00000178035	4
GO:0019395	fatty acid oxidation	6/223	115/20772	0.00152358854662258	0.013325479102067	0.0111765835571714	ENSG00000110090/ENSG00000108839/ENSG00000100372/ENSG00000128928/ENSG00000005469/ENSG00000117054	6
GO:0016137	glycoside metabolic process	3/223	22/20772	0.00161688801010192	0.0140685925827425	0.0117998609527243	ENSG00000085662/ENSG00000102393/ENSG00000198951	3
GO:0006635	fatty acid beta-oxidation	5/223	81/20772	0.00180209180120757	0.0155996459509661	0.013084013347499	ENSG00000110090/ENSG00000100372/ENSG00000128928/ENSG00000005469/ENSG00000117054	5
GO:0009083	branched-chain amino acid catabolic process	3/223	23/20772	0.00184479068820208	0.0158877891922709	0.0133256899872814	ENSG00000128928/ENSG00000083123/ENSG00000151498	3
GO:0098754	detoxification	7/223	162/20772	0.00187116703602528	0.0159990745618474	0.013419029237768	ENSG00000136810/ENSG00000084207/ENSG00000213366/ENSG00000184470/ENSG00000116157/ENSG00000072042/ENSG00000228716	7
GO:0042168	heme metabolic process	4/223	49/20772	0.00187666869860532	0.0159990745618474	0.013419029237768	ENSG00000143224/ENSG00000106605/ENSG00000023330/ENSG00000076351	4
GO:0009147	pyrimidine nucleoside triphosphate metabolic process	3/223	24/20772	0.00209175181268659	0.0177431008030903	0.0148818100400078	ENSG00000168393/ENSG00000103202/ENSG00000047230	3
GO:0034440	lipid oxidation	6/223	124/20772	0.00223333514973332	0.0188493486637492	0.0158096619810069	ENSG00000110090/ENSG00000108839/ENSG00000100372/ENSG00000128928/ENSG00000005469/ENSG00000117054	6
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	3/223	25/20772	0.0023583072553186	0.0195138365047931	0.0163669930774175	ENSG00000198804/ENSG00000198712/ENSG00000198938	3
GO:0006213	pyrimidine nucleoside metabolic process	3/223	25/20772	0.0023583072553186	0.0195138365047931	0.0163669930774175	ENSG00000166548/ENSG00000168393/ENSG00000183696	3
GO:0009162	deoxyribonucleoside monophosphate metabolic process	3/223	25/20772	0.0023583072553186	0.0195138365047931	0.0163669930774175	ENSG00000166548/ENSG00000183696/ENSG00000114956	3
GO:0018279	protein N-linked glycosylation via asparagine	3/223	25/20772	0.0023583072553186	0.0195138365047931	0.0163669930774175	ENSG00000136731/ENSG00000131446/ENSG00000152127	3
GO:1901292	nucleoside phosphate catabolic process	5/223	87/20772	0.0024677732500371	0.0203200060783543	0.0170431580041073	ENSG00000205268/ENSG00000165609/ENSG00000183696/ENSG00000138185/ENSG00000112874	5
GO:0046434	organophosphate catabolic process	7/223	172/20772	0.00262214878410662	0.021486345376563	0.0180214109076311	ENSG00000205268/ENSG00000165609/ENSG00000183696/ENSG00000205808/ENSG00000138185/ENSG00000204084/ENSG00000112874	7
GO:0019377	glycolipid catabolic process	3/223	26/20772	0.00264496910747257	0.021568636973013	0.0180904319834763	ENSG00000049860/ENSG00000102393/ENSG00000198951	3
GO:0035384	thioester biosynthetic process	4/223	54/20772	0.00268676053997278	0.0216997693371964	0.0182004176593472	ENSG00000012660/ENSG00000154930/ENSG00000221988/ENSG00000150768	4
GO:0071616	acyl-CoA biosynthetic process	4/223	54/20772	0.00268676053997278	0.0216997693371964	0.0182004176593472	ENSG00000012660/ENSG00000154930/ENSG00000221988/ENSG00000150768	4
GO:0006778	porphyrin-containing compound metabolic process	4/223	56/20772	0.00306882191437953	0.0246674828165364	0.0206895512523332	ENSG00000143224/ENSG00000106605/ENSG00000023330/ENSG00000076351	4
GO:1901568	fatty acid derivative metabolic process	5/223	92/20772	0.00314594050763281	0.0251675240610625	0.0211089547656081	ENSG00000108839/ENSG00000185000/ENSG00000012660/ENSG00000221988/ENSG00000011009	5
GO:0006027	glycosaminoglycan catabolic process	3/223	28/20772	0.003280544796343	0.0259979324705493	0.0218054497211828	ENSG00000049860/ENSG00000170266/ENSG00000181523	3
GO:0006541	glutamine metabolic process	3/223	28/20772	0.003280544796343	0.0259979324705493	0.0218054497211828	ENSG00000128059/ENSG00000178921/ENSG00000047230	3
GO:0019319	hexose biosynthetic process	5/223	93/20772	0.0032961934605594	0.0259998811281508	0.0218070841340502	ENSG00000173599/ENSG00000085662/ENSG00000079739/ENSG00000117054/ENSG00000120053	5
GO:0042398	cellular modified amino acid biosynthetic process	3/223	29/20772	0.00363036881744977	0.0282399196491024	0.023685889204317	ENSG00000117054/ENSG00000164904/ENSG00000228716	3
GO:0046037	GMP metabolic process	3/223	29/20772	0.00363036881744977	0.0282399196491024	0.023685889204317	ENSG00000128059/ENSG00000178921/ENSG00000178035	3
GO:0072530	purine-containing compound transmembrane transport	3/223	29/20772	0.00363036881744977	0.0282399196491024	0.023685889204317	ENSG00000100372/ENSG00000174669/ENSG00000122912	3
GO:0019359	nicotinamide nucleotide biosynthetic process	3/223	30/20772	0.0040021206679983	0.0308473958337038	0.0258728781468768	ENSG00000173614/ENSG00000008130/ENSG00000112874	3
GO:0019363	pyridine nucleotide biosynthetic process	3/223	30/20772	0.0040021206679983	0.0308473958337038	0.0258728781468768	ENSG00000173614/ENSG00000008130/ENSG00000112874	3
GO:0019915	lipid storage	5/223	99/20772	0.00430812295094591	0.033055052459985	0.0277245232967572	ENSG00000011198/ENSG00000057252/ENSG00000049860/ENSG00000110090/ENSG00000185000	5
GO:0006517	protein deglycosylation	3/223	31/20772	0.00439620159473891	0.0334269742879247	0.0280364682073202	ENSG00000104774/ENSG00000136731/ENSG00000167280	3
GO:0015868	purine ribonucleotide transport	3/223	31/20772	0.00439620159473891	0.0334269742879247	0.0280364682073202	ENSG00000100372/ENSG00000122912/ENSG00000169359	3
GO:0033692	cellular polysaccharide biosynthetic process	4/223	64/20772	0.00496715543703019	0.0375989164919594	0.0315356339995544	ENSG00000103044/ENSG00000182197/ENSG00000117054/ENSG00000162688	4
GO:0006099	tricarboxylic acid cycle	3/223	33/20772	0.00525285302767088	0.0394080707142598	0.0330530401039407	ENSG00000100412/ENSG00000062485/ENSG00000150768	3
GO:0072525	pyridine-containing compound biosynthetic process	3/223	33/20772	0.00525285302767088	0.0394080707142598	0.0330530401039407	ENSG00000173614/ENSG00000008130/ENSG00000112874	3
GO:0006026	aminoglycan catabolic process	3/223	34/20772	0.00571612485927284	0.0423193805370726	0.0354948658158909	ENSG00000049860/ENSG00000170266/ENSG00000181523	3
GO:0009312	oligosaccharide biosynthetic process	3/223	34/20772	0.00571612485927284	0.0423193805370726	0.0354948658158909	ENSG00000172728/ENSG00000064225/ENSG00000196371	3
GO:0051503	adenine nucleotide transport	3/223	34/20772	0.00571612485927284	0.0423193805370726	0.0354948658158909	ENSG00000100372/ENSG00000122912/ENSG00000169359	3
GO:1903409	reactive oxygen species biosynthetic process	4/223	67/20772	0.00584476978645326	0.0430828445394459	0.0361352119640526	ENSG00000165646/ENSG00000198712/ENSG00000081181/ENSG00000069535	4
GO:0019082	viral protein processing	3/223	35/20772	0.00620312937542	0.0453284951762293	0.0380187241282292	ENSG00000136840/ENSG00000131446/ENSG00000152127	3
GO:0042759	long-chain fatty acid biosynthetic process	3/223	35/20772	0.00620312937542	0.0453284951762293	0.0380187241282292	ENSG00000108839/ENSG00000084207/ENSG00000213366	3
GO:0042572	retinol metabolic process	4/223	69/20772	0.00648383310888793	0.0471754753784604	0.0395678563133133	ENSG00000185000/ENSG00000085662/ENSG00000072042/ENSG00000160439	4
GO:0006639	acylglycerol metabolic process	6/223	155/20772	0.00665049465640797	0.0480233820453144	0.0402790277194736	ENSG00000011198/ENSG00000110090/ENSG00000185000/ENSG00000074416/ENSG00000101577/ENSG00000011009	6
GO:0009119	ribonucleoside metabolic process	3/223	36/20772	0.00671416952766244	0.0480233820453144	0.0402790277194736	ENSG00000099810/ENSG00000183696/ENSG00000114956	3
GO:0015865	purine nucleotide transport	3/223	36/20772	0.00671416952766244	0.0480233820453144	0.0402790277194736	ENSG00000100372/ENSG00000122912/ENSG00000169359	3
GO:1901658	glycosyl compound catabolic process	3/223	36/20772	0.00671416952766244	0.0480233820453144	0.0402790277194736	ENSG00000183696/ENSG00000102393/ENSG00000198951	3
GO:0051235	maintenance of location	10/223	369/20772	0.00675775156923155	0.0481311588559614	0.0403694242088227	ENSG00000011198/ENSG00000136810/ENSG00000057252/ENSG00000049860/ENSG00000110090/ENSG00000165646/ENSG00000185000/ENSG00000213366/ENSG00000162341/ENSG00000149782	10
GO:0015695	organic cation transport	4/223	70/20772	0.00682005393378524	0.0483708026900398	0.0405704225605535	ENSG00000100372/ENSG00000117479/ENSG00000103064/ENSG00000129353	4
GO:0006638	neutral lipid metabolic process	6/223	156/20772	0.00685617684272313	0.0484235418850069	0.0406146569190161	ENSG00000011198/ENSG00000110090/ENSG00000185000/ENSG00000074416/ENSG00000101577/ENSG00000011009	6
